# Nygaard Kirkwood HullRad SAXS_weights
2.217603556920388908e+00 1.765726447105407715e+00 2.259999999999999787e+00 4.489899999999999821e-05
2.226686250539049006e+00 1.875461220741271973e+00 2.212000000000000188e+00 6.035800000000000046e-05
2.508643996166349588e+00 2.091853141784667969e+00 2.512000000000000011e+00 1.196399999999999997e-04
2.467408351583292081e+00 1.991158366203308105e+00 2.359999999999999876e+00 5.811800000000000158e-05
1.887109681053082522e+00 1.448584914207458496e+00 1.814999999999999947e+00 2.366300000000000112e-06
2.237293171655131641e+00 1.728081226348876953e+00 2.087000000000000188e+00 2.649499999999999959e-05
2.127353259399365815e+00 1.705702424049377441e+00 2.137999999999999901e+00 2.518899999999999888e-05
2.499285703754921872e+00 2.032581329345703125e+00 2.322000000000000064e+00 1.172099999999999976e-04
2.528865757652087431e+00 2.061375856399536133e+00 2.414000000000000146e+00 9.838899999999999599e-05
2.303778457116610667e+00 1.873500585556030273e+00 2.306000000000000050e+00 6.796600000000000623e-05
2.345771700703355389e+00 1.871068239212036133e+00 2.334000000000000075e+00 4.381799999999999958e-05
2.090450773477247282e+00 1.640089750289916992e+00 2.072999999999999954e+00 8.825600000000000678e-06
2.163287771725629138e+00 1.723514318466186523e+00 2.071000000000000174e+00 2.833699999999999991e-05
2.009613532668403479e+00 1.555389046669006348e+00 1.951999999999999957e+00 8.589499999999999669e-06
2.182938720973720770e+00 1.710199475288391113e+00 2.165999999999999925e+00 1.607699999999999871e-05
2.532111487028098296e+00 2.055934906005859375e+00 2.450000000000000178e+00 9.108800000000000609e-05
2.359175197656722567e+00 1.988569855690002441e+00 2.419999999999999929e+00 9.345199999999999904e-05
2.644948700195842495e+00 2.143742561340332031e+00 2.537999999999999812e+00 1.240500000000000066e-04
2.171173435807195240e+00 1.784797549247741699e+00 2.137000000000000011e+00 4.578800000000000274e-05
2.384967281681672269e+00 1.874760866165161133e+00 2.287999999999999812e+00 4.820400000000000130e-05
2.548128848281420833e+00 2.031019449234008789e+00 2.422000000000000153e+00 8.326200000000000343e-05
2.187136802296830496e+00 1.795856833457946777e+00 2.125000000000000000e+00 3.831599999999999703e-05
2.175691862249985231e+00 1.693771481513977051e+00 2.055000000000000160e+00 3.568200000000000158e-05
2.231744764763476052e+00 1.811714768409729004e+00 2.080000000000000071e+00 6.087800000000000226e-05
2.243699184459877038e+00 1.897085189819335938e+00 2.185999999999999943e+00 9.252100000000000406e-05
2.675744520775630964e+00 2.248465538024902344e+00 2.625000000000000000e+00 1.426200000000000135e-04
2.388392101204673601e+00 1.811444759368896484e+00 2.294000000000000039e+00 3.657299999999999695e-05
2.432553950731246140e+00 1.971732735633850098e+00 2.331999999999999851e+00 7.582499999999999993e-05
2.202503700499440775e+00 1.776746392250061035e+00 2.169000000000000039e+00 3.706700000000000272e-05
2.275740322131694082e+00 1.911318540573120117e+00 2.266000000000000014e+00 6.048500000000000111e-05
2.324808827634247343e+00 1.815444827079772949e+00 2.180000000000000160e+00 4.686399999999999718e-05
2.090066106065554763e+00 1.615656018257141113e+00 1.947000000000000064e+00 1.584399999999999941e-05
2.177825005374903533e+00 1.780509948730468750e+00 2.075000000000000178e+00 5.298200000000000197e-05
2.346024795432627652e+00 1.849452495574951172e+00 2.293000000000000149e+00 3.723000000000000099e-05
2.675670026638994337e+00 2.216211557388305664e+00 2.608000000000000096e+00 1.435300000000000031e-04
2.205077227805016360e+00 1.796585679054260254e+00 2.188000000000000167e+00 3.059300000000000338e-05
2.432006171813501982e+00 2.089819908142089844e+00 2.533999999999999808e+00 1.221399999999999927e-04
2.419190125142445247e+00 2.062427759170532227e+00 2.387999999999999901e+00 1.359699999999999874e-04
2.306844801839573300e+00 1.855368256568908691e+00 2.270000000000000018e+00 6.090699999999999809e-05
2.489822940139971852e+00 2.011511564254760742e+00 2.388999999999999790e+00 7.933399999999999632e-05
2.295264629978163828e+00 1.827556729316711426e+00 2.153999999999999915e+00 4.153599999999999670e-05
2.227283974710297265e+00 1.896584153175354004e+00 2.212000000000000188e+00 8.442099999999999691e-05
2.197381714663765084e+00 1.772580146789550781e+00 2.193999999999999950e+00 4.862599999999999827e-05
2.237450787161032739e+00 1.872805118560791016e+00 2.283999999999999808e+00 5.358800000000000260e-05
1.975095944256044067e+00 1.540609121322631836e+00 1.911999999999999922e+00 6.734099999999999612e-06
2.437060287180008888e+00 2.057962894439697266e+00 2.456999999999999851e+00 1.059599999999999952e-04
